Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20915,439215,2/21/2019,10:26:00,Cash,418.3,4.761904762,20915,7.2
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.42,1,1921,40341,02/02/19,16:33:00,Cash,38.42,4.761904762,1921,8.6
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4083,85743,01/07/19,12:37:00,Cash,81.66,4.761904762,4083,7.3
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,1/28/2019,17:58:00,Credit card,19.15,4.761904762,0.9575,9.5
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,01/06/19,12:46:00,Credit card,894.8,4.761904762,44.74,9.6
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35372,742812,3/22/2019,19:35:00,Credit card,707.44,4.761904762,35372,4.3
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,1/27/2019,14:55:00,Ewallet,486.63,4.761904762,24.3315,9.5
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2/15/2019,12:42:00,Credit card,88.85,4.761904762,4.4425,5.4
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,1/25/2019,13:38:00,Cash,631.71,4.761904762,31.5855,6.7
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5984,125664,2/23/2019,12:29:00,Cash,119.68,4.761904762,5984,8.6
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17829,374409,1/13/2019,17:54:00,Credit card,356.58,4.761904762,17829,6.8
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34392,722232,2/28/2019,19:01:00,Cash,687.84,4.761904762,34392,8.2
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6663,139923,03/07/19,10:23:00,Credit card,133.26,4.761904762,6663,8.6
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06:00,Credit card,135,4.761904762,6.75,4.8
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,02/10/19,12:50:00,Ewallet,74.07,4.761904762,3.7035,9.9
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21:00,Credit card,274.2,4.761904762,13.71,9.2
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32388,680148,1/28/2019,13:05:00,Cash,647.76,4.761904762,32388,9.3
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,02/11/19,18:38:00,Ewallet,433.45,4.761904762,21.6725,9.4
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,1/21/2019,17:36:00,Cash,98.13,4.761904762,4.9065,8.9
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26103,548163,02/04/19,16:09:00,Credit card,522.06,4.761904762,26103,9
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21565,452865,02/02/19,18:31:00,Credit card,431.3,4.761904762,21565,5.5
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28956,608076,01/11/19,11:52:00,Cash,579.12,4.761904762,28956,4.5
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22164,465444,3/23/2019,19:16:00,Ewallet,443.28,4.761904762,22164,4.4
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25893,543753,03/02/19,16:42:00,Ewallet,517.86,4.761904762,25893,4.1
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14313,300573,2/16/2019,14:19:00,Ewallet,286.26,4.761904762,14313,4.4
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9848,206808,2/19/2019,10:12:00,Ewallet,196.96,4.761904762,9848,9.2
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14181,297801,02/05/19,10:17:00,Cash,283.62,4.761904762,14181,8.8
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25552,536592,1/20/2019,17:48:00,Ewallet,511.04,4.761904762,25552,9.9
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14:00,Ewallet,505.4,4.761904762,25.27,4.3
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52:00,Ewallet,51.47,4.761904762,2.5735,8.5
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7916,166236,1/18/2019,12:04:00,Ewallet,158.32,4.761904762,7916,8.7
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,16:24:00,Ewallet,485.15,4.761904762,24.2575,9.3
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,01/01/19,14:42:00,Credit card,742.2,4.761904762,37.11,4.3
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,02/11/19,10:54:00,Cash,756.81,4.761904762,37.8405,8
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8946,187866,02/02/19,20:42:00,Cash,178.92,4.761904762,8946,7.1
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14955,314055,3/18/2019,11:29:00,Ewallet,299.1,4.761904762,14955,4.7
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2/17/2019,19:57:00,Credit card,356.95,4.761904762,17.8475,5.5
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20608,432768,02/02/19,15:47:00,Cash,412.16,4.761904762,20608,9.6
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10752,225792,3/28/2019,15:30:00,Credit card,215.04,4.761904762,10752,9.2
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1448,30408,02/07/19,10:18:00,Credit card,28.96,4.761904762,1448,6.2
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,01/03/19,16:47:00,Credit card,335.45,4.761904762,16.7725,9.1
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28017,588357,3/27/2019,19:18:00,Ewallet,560.34,4.761904762,28017,10
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,03/07/19,13:12:00,Cash,139.95,4.761904762,6.9975,5
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019,19:42:00,Ewallet,152.8,4.761904762,7.64,6.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13715,288015,3/29/2019,16:48:00,Ewallet,274.3,4.761904762,13715,9.8
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,1/14/2019,10:02:00,Cash,429.87,4.761904762,21.4935,9.8
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,03/12/19,11:01:00,Ewallet,285.11,4.761904762,14.2555,5.4
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3162,66402,02/09/19,10:25:00,Cash,63.24,4.761904762,3162,7.3
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13806,289926,02/07/19,15:55:00,Cash,276.12,4.761904762,13806,7.1
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30148,633108,1/28/2019,15:46:00,Credit card,602.96,4.761904762,30148,8.4
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33208,697368,02/03/19,14:38:00,Cash,664.16,4.761904762,33208,4.2
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2/15/2019,20:51:00,Credit card,794.25,4.761904762,39.7125,7.6
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,01/05/19,19:48:00,Ewallet,552.23,4.761904762,27.6115,7.5
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,03/05/19,19:06:00,Ewallet,391.79,4.761904762,19.5895,8.9
434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4668,98028,02/04/19,18:53:00,Ewallet,93.36,4.761904762,4668,7.4
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15388,323148,1/23/2019,11:51:00,Cash,307.76,4.761904762,15388,7.7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34672,728112,1/24/2019,18:04:00,Credit card,693.44,4.761904762,34672,7.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,3/20/2019,19:44:00,Cash,91.61,4.761904762,4.5805,9.8
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9989,209769,2/26/2019,11:48:00,Ewallet,199.78,4.761904762,9989,7.1
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7352,154392,1/15/2019,13:41:00,Ewallet,147.04,4.761904762,7352,4.6
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9898,207858,3/21/2019,15:25:00,Ewallet,197.96,4.761904762,9898,6.6
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26558,557718,1/24/2019,10:38:00,Ewallet,531.16,4.761904762,26558,8.9
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10238,214998,3/18/2019,17:15:00,Credit card,204.76,4.761904762,10238,4.7
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,02/08/19,13:12:00,Credit card,260.05,4.761904762,13.0025,7.7
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,02/04/19,12:14:00,Cash,71.95,4.761904762,3.5975,7.3
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,01/08/19,11:42:00,Credit card,166.71,4.761904762,8.3355,5.9
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2348,49308,3/14/2019,11:21:00,Credit card,46.96,4.761904762,2348,7.9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33725,708225,02/03/19,11:25:00,Ewallet,674.5,4.761904762,33725,4.2
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,1/24/2019,13:24:00,Cash,60.87,4.761904762,3.0435,5.5
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15536,326256,02/01/19,19:54:00,Cash,310.72,4.761904762,15536,8.4
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3855,80955,1/17/2019,17:59:00,Ewallet,77.1,4.761904762,3855,6.1
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9982,209622,01/02/19,18:09:00,Credit card,199.64,4.761904762,9982,6.7
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,02/09/19,11:00:00,Cash,222.4,4.761904762,11.12,4.2
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,02/10/19,13:51:00,Ewallet,258.37,4.761904762,12.9185,6.7
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36008,756168,3/21/2019,16:08:00,Credit card,720.16,4.761904762,36008,4.5
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5977,125517,03/11/19,12:01:00,Credit card,119.54,4.761904762,5977,5.8
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2/19/2019,14:53:00,Credit card,253.95,4.761904762,12.6975,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1956,41076,3/26/2019,11:02:00,Credit card,39.12,4.761904762,1956,9.6
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25:00,Cash,87.2,4.761904762,4.36,8.1
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42305,888405,02/09/19,18:58:00,Credit card,846.1,4.761904762,42305,8.8
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24951,523971,3/20/2019,11:23:00,Cash,499.02,4.761904762,24951,7.3
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,1/14/2019,15:20:00,Ewallet,84.83,4.761904762,4.2415,8.8
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30478,640038,1/26/2019,15:17:00,Cash,609.56,4.761904762,30478,5.5
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6861,144081,03/10/19,17:38:00,Credit card,137.22,4.761904762,6861,6.5
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37248,782208,02/07/19,10:09:00,Cash,744.96,4.761904762,37248,6.8
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4125,86625,03/01/19,15:40:00,Ewallet,82.5,4.761904762,4125,6.5
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10566,221886,3/14/2019,13:49:00,Ewallet,211.32,4.761904762,10566,6.5
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32615,684915,01/08/19,19:07:00,Credit card,652.3,4.761904762,32615,5.2
457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,1/31/2019,20:32:00,Ewallet,790.83,4.761904762,39.5415,5.6
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22428,470988,1/20/2019,12:27:00,Ewallet,448.56,4.761904762,22428,7.6
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13878,291438,03/08/19,17:11:00,Credit card,277.56,4.761904762,13878,9.5
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43:00,Cash,241.2,4.761904762,12.06,5.8
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2/25/2019,18:45:00,Cash,298.8,4.761904762,14.94,5.8
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7038,147798,1/13/2019,19:14:00,Ewallet,140.76,4.761904762,7038,6.4
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4602,96642,1/22/2019,11:00:00,Ewallet,92.04,4.761904762,4602,9.1
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15953,335013,1/13/2019,10:03:00,Cash,319.06,4.761904762,15953,5
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21966,461286,1/21/2019,17:44:00,Cash,439.32,4.761904762,21966,7.2
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2661,55881,3/19/2019,14:35:00,Cash,53.22,4.761904762,2661,4.2
466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52:00,Cash,544.2,4.761904762,27.21,5.3
468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,21728,456288,03/06/19,13:46:00,Ewallet,434.56,4.761904762,21728,5.4
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13188,276948,3/24/2019,10:29:00,Cash,263.76,4.761904762,13188,6
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,17604,369684,03/03/19,17:36:00,Cash,352.08,4.761904762,17604,8.8
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2223,46683,03/01/19,11:30:00,Credit card,44.46,4.761904762,2223,8.7
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12835,269535,3/28/2019,15:31:00,Credit card,256.7,4.761904762,12835,9.1
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages,52.42,1,2621,55041,02/06/19,10:22:00,Credit card,52.42,4.761904762,2621,6.3
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9979,209559,03/07/19,20:37:00,Ewallet,199.58,4.761904762,9979,8
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20372,427812,3/22/2019,19:36:00,Ewallet,407.44,4.761904762,20372,9.2
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,3/23/2019,13:23:00,Ewallet,471.73,4.761904762,23.5865,6.9
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29913,628173,2/26/2019,16:52:00,Ewallet,598.26,4.761904762,29913,7.9
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15904,333984,1/23/2019,11:15:00,Cash,318.08,4.761904762,15904,9.2
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,01/11/19,11:20:00,Ewallet,89.69,4.761904762,4.4845,4.9
479-26-8945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1649,34629,02/05/19,11:32:00,Ewallet,32.98,4.761904762,1649,4.6
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,1/23/2019,18:37:00,Ewallet,154,4.761904762,7.7,6.6
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1791,37611,1/19/2019,12:47:00,Credit card,35.82,4.761904762,1791,8.1
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,03/08/19,16:43:00,Ewallet,487.8,4.761904762,24.39,5.3
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,01/08/19,20:08:00,Cash,363.23,4.761904762,18.1615,4.5
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8315,174615,3/18/2019,16:10:00,Credit card,166.3,4.761904762,8315,4.2
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,3/26/2019,19:28:00,Credit card,110.61,4.761904762,5.5305,8
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,10:36:00,Credit card,30.41,4.761904762,1.5205,8.4
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,814,17094,03/09/19,15:36:00,Cash,16.28,4.761904762,814,5
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32858,690018,01/05/19,11:51:00,Credit card,657.16,4.761904762,32858,7.3
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,767,16107,01/06/19,11:09:00,Cash,15.34,4.761904762,767,6.5
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16605,348705,01/08/19,14:25:00,Ewallet,332.1,4.761904762,16605,6
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2/26/2019,17:46:00,Credit card,55.45,4.761904762,2.7725,4.9
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,01/01/19,19:48:00,Credit card,369.8,4.761904762,18.49,7
497-36-0989,A,Yangon,Normal,Male,Fashion accessories,51.94,3,7791,163611,2/15/2019,15:21:00,Cash,155.82,4.761904762,7791,7.9
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,1/17/2019,15:15:00,Ewallet,412.37,4.761904762,20.6185,9.7
498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01:00,Cash,333.4,4.761904762,16.67,7.6
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21284,446964,3/14/2019,16:45:00,Ewallet,425.68,4.761904762,21284,5
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17187,360927,3/21/2019,17:04:00,Ewallet,343.74,4.761904762,17187,5.9
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18945,397845,01/03/19,20:24:00,Ewallet,378.9,4.761904762,18945,9.8
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9777,205317,2/25/2019,20:35:00,Credit card,195.54,4.761904762,9777,6.3
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,19:49:00,Credit card,408.73,4.761904762,20.4365,8.2
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2/21/2019,12:40:00,Ewallet,119.73,4.761904762,5.9865,9.3
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,01/02/19,16:57:00,Cash,42.47,4.761904762,2.1235,5.7
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17028,357588,2/25/2019,14:12:00,Ewallet,340.56,4.761904762,17028,5.6
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9194,193074,02/09/19,12:02:00,Ewallet,183.88,4.761904762,9194,5.1
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17424,365904,3/20/2019,12:24:00,Ewallet,348.48,4.761904762,17424,4.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20:00,Credit card,196.6,4.761904762,9.83,7.2
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6924,145404,1/24/2019,19:20:00,Ewallet,138.48,4.761904762,6924,4.9
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7278,152838,03/05/19,18:17:00,Ewallet,145.56,4.761904762,7278,4
